2021-01-23 14:52:40,910 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-01-23 14:52:40,934 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-01-23 14:52:40,935 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-01-23 14:52:40,935 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-01-23 14:52:40,948 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-01-23 14:52:40,949 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-01-23 14:52:40,949 INFO  SwAddin.cs: 201 - Setting up command manager
2021-01-23 14:52:40,950 INFO  SwAddin.cs: 204 - Adding command manager
2021-01-23 14:52:40,954 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-01-23 14:52:40,955 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-01-23 14:52:40,955 INFO  SwAddin.cs: 210 - Adding event handlers
2021-01-23 14:52:41,104 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-01-23 15:46:01,087 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2021-01-23 15:46:01,088 INFO  SwAddin.cs: 299 - Save is required
2021-01-23 15:46:01,088 INFO  SwAddin.cs: 313 - Saving assembly
2021-01-23 15:46:02,322 INFO  SwAddin.cs: 316 - Opening property manager
2021-01-23 15:46:02,335 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2021-01-23 15:46:02,375 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Assem1
2021-01-23 15:46:02,376 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2021-01-23 15:46:02,376 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-01-23 15:46:02,377 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2021-01-23 15:46:02,379 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front wheel-3-7^Assem1-1
2021-01-23 15:46:02,379 INFO  ExportHelperExtension.cs: 1136 - Found 27 in front wheel-3-7^Assem1-1
2021-01-23 15:46:02,380 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front wheel-3-7^Assem1-1
2021-01-23 15:46:02,380 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from chassis-3-2^Assem1-1
2021-01-23 15:46:02,381 INFO  ExportHelperExtension.cs: 1136 - Found 27 in chassis-3-2^Assem1-1
2021-01-23 15:46:02,381 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in chassis-3-2^Assem1-1
2021-01-23 15:46:02,382 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rear wheel-3-5^Assem1-3
2021-01-23 15:46:02,382 INFO  ExportHelperExtension.cs: 1136 - Found 27 in rear wheel-3-5^Assem1-3
2021-01-23 15:46:02,383 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rear wheel-3-5^Assem1-3
2021-01-23 15:46:02,383 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rear wheel-3-5^Assem1-1
2021-01-23 15:46:02,384 INFO  ExportHelperExtension.cs: 1136 - Found 27 in rear wheel-3-5^Assem1-1
2021-01-23 15:46:02,384 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rear wheel-3-5^Assem1-1
2021-01-23 15:46:02,385 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2021-01-23 15:46:02,386 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Assem1
2021-01-23 15:46:02,388 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2021-01-23 15:46:02,389 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-01-23 15:46:02,389 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2021-01-23 15:46:02,390 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from front wheel-3-7^Assem1-1
2021-01-23 15:46:02,390 INFO  ExportHelperExtension.cs: 1136 - Found 27 in front wheel-3-7^Assem1-1
2021-01-23 15:46:02,391 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in front wheel-3-7^Assem1-1
2021-01-23 15:46:02,391 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from chassis-3-2^Assem1-1
2021-01-23 15:46:02,391 INFO  ExportHelperExtension.cs: 1136 - Found 27 in chassis-3-2^Assem1-1
2021-01-23 15:46:02,392 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in chassis-3-2^Assem1-1
2021-01-23 15:46:02,392 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rear wheel-3-5^Assem1-3
2021-01-23 15:46:02,392 INFO  ExportHelperExtension.cs: 1136 - Found 27 in rear wheel-3-5^Assem1-3
2021-01-23 15:46:02,393 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in rear wheel-3-5^Assem1-3
2021-01-23 15:46:02,393 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from rear wheel-3-5^Assem1-1
2021-01-23 15:46:02,393 INFO  ExportHelperExtension.cs: 1136 - Found 27 in rear wheel-3-5^Assem1-1
